frame,cpu_ms,gpu_ms
831,10.3520,0.0000
832,7.8690,0.0000
833,7.6420,0.0000
834,6.7460,0.0000
835,9.1500,0.0000
836,7.0820,0.0000
837,10.3650,0.0000
838,7.1210,0.0000
839,9.5240,0.0000
840,9.1980,0.0000
841,8.4450,0.0000
842,7.7220,0.0000
843,10.8380,0.0000
844,7.7230,0.0000
845,4.7580,0.0000
846,5.1000,0.0000
847,5.4430,0.0000
848,7.0510,0.0000
849,5.9670,0.0000
850,23.1690,0.0000
851,8.3740,0.0000
852,6.4470,0.0000
853,9.4700,0.0000
854,7.6400,0.0000
855,6.8760,0.0000
856,7.2890,0.0000
857,8.3350,0.0000
858,5.6100,0.0000
859,7.4420,0.0000
860,6.2740,0.0000
861,8.7250,0.0000
862,8.2190,0.0000
863,6.7310,0.0000
864,7.0780,0.0000
865,6.8860,0.0000
866,9.4890,0.0000
867,7.1340,0.0000
868,8.7230,0.0000
869,9.5130,0.0000
870,10.1970,0.0000
871,6.2260,0.0000
872,10.3940,0.0000
873,10.5660,0.0000
874,7.9440,0.0000
875,5.5180,0.0000
876,8.0560,0.0000
877,8.5370,0.0000
878,8.9460,0.0000
879,8.6960,0.0000
880,7.9780,0.0000
881,7.2390,0.0000
882,8.1980,0.0000
883,8.6230,0.0000
884,12.0610,0.0000
885,10.4530,0.0000
886,15.5310,0.0000
887,12.7430,0.0000
888,9.7520,0.0000
889,5.8330,0.0000
890,8.6840,0.0000
891,18.1360,0.0000
892,8.5370,0.0000
893,10.5860,0.0000
894,9.1670,0.0000
895,8.8140,0.0000
896,6.9510,0.0000
897,6.9150,0.0000
898,5.7740,0.0000
899,5.8240,0.0000
900,5.9760,0.0000
901,4.9440,0.0000
902,6.2630,0.0000
903,10.1710,0.0000
904,7.2790,0.0000
905,5.1330,0.0000
906,6.7240,0.0000
907,6.5360,0.0000
908,5.7350,0.0000
909,7.8250,0.0000
910,5.0550,0.0000
911,5.7370,0.0000
912,5.7140,0.0000
913,6.2650,0.0000
914,4.4890,0.0000
915,6.0620,0.0000
916,5.1860,0.0000
917,6.1960,0.0000
918,5.7060,0.0000
919,5.1170,0.0000
920,5.2560,0.0000
921,6.3810,0.0000
922,6.3410,0.0000
923,10.2400,0.0000
924,5.6690,0.0000
925,6.0890,0.0000
926,5.3410,0.0000
927,5.9520,0.0000
928,5.8210,0.0000
929,6.3820,0.0000
930,6.2240,0.0000
